date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:25:28	7818/7818	---M-Z	200	added ('OK')	text/css	etag:%2266206e6-1e8a-602e60a42ec49-gzip%22	https://codervent.com/fobia/demo/ltr/assets/css/header-colors.css	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/assets/css/header-colors.css	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:29	8205/8205	---M--	200	added ('OK')	image/png	etag:%226620737-200d-602e60acbbfcc%22	https://codervent.com/fobia/demo/ltr/assets/images/logo-icon-2.png	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/assets/images/logo-icon-2.png	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:29	64813/64813	---M-Z	200	added ('OK')	text/html	etag:%2266207f8-fd2d-602e6086843fa-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-shop-grid-view.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-shop-grid-view.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:29	64854/64854	---M-Z	200	added ('OK')	text/html	etag:%2266207fc-fd56-602e6086efea4-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-shop-list-view.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-shop-list-view.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:30	58631/58631	---M-Z	200	added ('OK')	text/html	etag:%2266207f7-e507-602e60867328a-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-shop-grid-view-top-filter.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-shop-grid-view-top-filter.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:30	73008/73008	---M-Z	200	added ('OK')	text/html	etag:%2266207fa-11d30-602e6085d9d67-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-product-details.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-product-details.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:31	41190/41190	---M-Z	200	added ('OK')	text/html	etag:%2266207f9-a0e6-602e60853875b-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-product-comparison.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-product-comparison.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:31	54263/54263	---M-Z	200	added ('OK')	text/html	etag:%2266207fb-d3f7-602e6085c93c6-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-shop-cart.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-shop-cart.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:32	47421/47421	---M-Z	200	added ('OK')	text/html	etag:%2266207f4-b93d-602e608457d97-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-checkout-details.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-checkout-details.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:32	45562/45562	---M-Z	200	added ('OK')	text/html	etag:%2266207f3-b1fa-602e608530673-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-checkout-shipping.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-checkout-shipping.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:33	50434/50434	---M-Z	200	added ('OK')	text/html	etag:%2266207f5-c502-602e6084b4611-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-checkout-payment.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-checkout-payment.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:33	57805/57805	---M-Z	200	added ('OK')	text/html	etag:%2266207f6-e1cd-602e6084d5569-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-checkout-review.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-checkout-review.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:33	38609/38609	---M-Z	200	added ('OK')	text/html	etag:%2266207f1-96d1-602e6084189de-gzip%22	https://codervent.com/fobia/demo/ltr/ecommerce-checkout-complete.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/ecommerce-checkout-complete.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:34	73991/73991	---M-Z	200	added ('OK')	text/html	etag:%22662081c-12107-602e608ef0055-gzip%22	https://codervent.com/fobia/demo/ltr/widgets-static-widgets.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/widgets-static-widgets.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:34	50169/50169	---M-Z	200	added ('OK')	text/html	etag:%22662081b-c3f9-602e608e816cb-gzip%22	https://codervent.com/fobia/demo/ltr/widgets-data-widgets.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/widgets-data-widgets.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:35	46409/46409	---M-Z	200	added ('OK')	text/html	etag:%2266207e4-b549-602e607fe7200-gzip%22	https://codervent.com/fobia/demo/ltr/component-alerts.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-alerts.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:35	47665/47665	---M-Z	200	added ('OK')	text/html	etag:%2266207e3-ba31-602e607fdb298-gzip%22	https://codervent.com/fobia/demo/ltr/component-accordions.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-accordions.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:36	45263/45263	---M-Z	200	added ('OK')	text/html	etag:%2266207e5-b0cf-602e60808fd3c-gzip%22	https://codervent.com/fobia/demo/ltr/component-badges.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-badges.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:36	83987/83987	---M-Z	200	added ('OK')	text/html	etag:%2266207e6-14813-602e6080c8b65-gzip%22	https://codervent.com/fobia/demo/ltr/component-buttons.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-buttons.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:37	59863/59863	---M-Z	200	added ('OK')	text/html	etag:%2266207e7-e9d7-602e608134227-gzip%22	https://codervent.com/fobia/demo/ltr/component-cards.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-cards.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:37	45014/45014	---M-Z	200	added ('OK')	text/html	etag:%2266207e9-afd6-602e60814c0f7-gzip%22	https://codervent.com/fobia/demo/ltr/component-carousels.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-carousels.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:38	50569/50569	---M-Z	200	added ('OK')	text/html	etag:%2266207e8-c589-602e6081b1229-gzip%22	https://codervent.com/fobia/demo/ltr/component-list-groups.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-list-groups.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:38	45585/45585	---M-Z	200	added ('OK')	text/html	etag:%2266207ea-b211-602e6081be51a-gzip%22	https://codervent.com/fobia/demo/ltr/component-media-object.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-media-object.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:39	64017/64017	---M-Z	200	added ('OK')	text/html	etag:%2266207eb-fa11-602e60822a3ac-gzip%22	https://codervent.com/fobia/demo/ltr/component-modals.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-modals.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:39	65375/65375	---M-Z	200	added ('OK')	text/html	etag:%2266207ec-ff5f-602e608236314-gzip%22	https://codervent.com/fobia/demo/ltr/component-navs-tabs.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-navs-tabs.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:40	44993/44993	---M-Z	200	added ('OK')	text/html	etag:%2266207ee-afc1-602e6082aae46-gzip%22	https://codervent.com/fobia/demo/ltr/component-paginations.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-paginations.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:40	41154/41154	---M-Z	200	added ('OK')	text/html	etag:%2266207ef-a0c2-602e60830dc50-gzip%22	https://codervent.com/fobia/demo/ltr/component-popovers-tooltips.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-popovers-tooltips.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:40	43253/43253	---M-Z	200	added ('OK')	text/html	etag:%2266207f0-a8f5-602e6083a4293-gzip%22	https://codervent.com/fobia/demo/ltr/component-progress-bars.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-progress-bars.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:41	46955/46955	---M-Z	200	added ('OK')	text/html	etag:%2266207f2-b76b-602e6083b4464-gzip%22	https://codervent.com/fobia/demo/ltr/component-spinners.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-spinners.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:41	45816/45816	---M-Z	200	added ('OK')	text/html	etag:%2266207ed-b2f8-602e6082a258e-gzip%22	https://codervent.com/fobia/demo/ltr/component-notifications.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/component-notifications.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:42	215045/215045	---M-Z	200	added ('OK')	text/html	etag:%22662080a-34805-602e608a7c5de-gzip%22	https://codervent.com/fobia/demo/ltr/icons-line-icons.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/icons-line-icons.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:45	294282/294282	---M-Z	200	added ('OK')	text/html	etag:%226620806-47d8a-602e60899568a-gzip%22	https://codervent.com/fobia/demo/ltr/icons-boxicons.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/icons-boxicons.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:45	208234/208234	---M-Z	200	added ('OK')	text/html	etag:%226620807-32d6a-602e6089858a1-gzip%22	https://codervent.com/fobia/demo/ltr/icons-feather-icons.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/icons-feather-icons.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:47	52270/52270	---M-Z	200	added ('OK')	text/html	etag:%2266207ff-cc2e-602e60876b737-gzip%22	https://codervent.com/fobia/demo/ltr/form-elements.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-elements.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:47	56572/56572	---M-Z	200	added ('OK')	text/html	etag:%226620801-dcfc-602e6087e9ea9-gzip%22	https://codervent.com/fobia/demo/ltr/form-input-group.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-input-group.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:48	48751/48751	---M-Z	200	added ('OK')	text/html	etag:%226620800-be6f-602e6087edd29-gzip%22	https://codervent.com/fobia/demo/ltr/form-layouts.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-layouts.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:48	50843/50843	---M-Z	200	added ('OK')	text/html	etag:%226620803-c69b-602e6088d7776-gzip%22	https://codervent.com/fobia/demo/ltr/form-validations.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-validations.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:49	76109/76109	---M-Z	200	added ('OK')	text/html	etag:%226620804-1294d-602e6088e0fce-gzip%22	https://codervent.com/fobia/demo/ltr/form-wizard.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-wizard.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:49	47950/47950	---M-Z	200	added ('OK')	text/html	etag:%226620802-bb4e-602e60885f1ab-gzip%22	https://codervent.com/fobia/demo/ltr/form-radios-and-checkboxes.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-radios-and-checkboxes.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:50	40941/40941	---M-Z	200	added ('OK')	text/html	etag:%2266207fd-9fed-602e608701bcc-gzip%22	https://codervent.com/fobia/demo/ltr/form-date-time-pickes.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-date-time-pickes.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:50	94527/94527	---M-Z	200	added ('OK')	text/html	etag:%226620805-1713f-602e60886b8e4-gzip%22	https://codervent.com/fobia/demo/ltr/form-select2.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/form-select2.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:51	53152/53152	---M-Z	200	added ('OK')	text/html	etag:%226620819-cfa0-602e608e075a8-gzip%22	https://codervent.com/fobia/demo/ltr/table-basic-table.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/table-basic-table.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:51	53429/53429	---M-Z	200	added ('OK')	text/html	etag:%226620818-d0b5-602e608dfdd50-gzip%22	https://codervent.com/fobia/demo/ltr/table-advance-tables.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/table-advance-tables.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:52	56530/56530	---M-Z	200	added ('OK')	text/html	etag:%22662081a-dcd2-602e608e73ff2-gzip%22	https://codervent.com/fobia/demo/ltr/table-datatable.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/table-datatable.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:52	6371/6371	---M-Z	200	added ('OK')	text/html	etag:%2266207d9-18e3-602e607d5a0bb-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-in-basic.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-in-basic.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:53	3946/3946	---M-Z	200	added ('OK')	text/html	etag:%2266207da-f6a-602e607db6d1d-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-in-cover.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-in-cover.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:53	6149/6149	---M-Z	200	added ('OK')	text/html	etag:%2266207db-1805-602e607dbbb3d-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-in-simple.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-in-simple.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:54	6470/6470	---M-Z	200	added ('OK')	text/html	etag:%2266207dc-1946-602e607e154d7-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-up-basic.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-up-basic.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:54	4038/4038	---M-Z	200	added ('OK')	text/html	etag:%2266207dd-fc6-602e607e1f4ff-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-up-cover.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-up-cover.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:55	6226/6226	---M-Z	200	added ('OK')	text/html	etag:%2266207de-1852-602e607e7b5a9-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-sign-up-simple.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-sign-up-simple.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:56	4602/4602	---M-Z	200	added ('OK')	text/html	etag:%2266207d6-11fa-602e607cff782-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-reset-password-basic.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-reset-password-basic.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:57	2218/2218	---M-Z	200	added ('OK')	text/html	etag:%2266207d7-8aa-602e607cf9da9-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-reset-password-cover.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-reset-password-cover.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:57	4545/4545	---M-Z	200	added ('OK')	text/html	etag:%2266207d8-11c1-602e607d575c3-gzip%22	https://codervent.com/fobia/demo/ltr/authentication-reset-password-simple.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/authentication-reset-password-simple.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:58	43191/43191	---M-Z	200	added ('OK')	text/html	etag:%226620817-a8b7-602e608d8a1be-gzip%22	https://codervent.com/fobia/demo/ltr/pages-user-profile.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-user-profile.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:58	41205/41205	---M-Z	200	added ('OK')	text/html	etag:%22662080d-a0f5-602e608ba05c4-gzip%22	https://codervent.com/fobia/demo/ltr/pages-edit-profile.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-edit-profile.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:59	43757/43757	---M-Z	200	added ('OK')	text/html	etag:%226620813-aaed-602e608cba19a-gzip%22	https://codervent.com/fobia/demo/ltr/pages-invoices.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-invoices.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:25:59	38580/38580	---M-Z	200	added ('OK')	text/html	etag:%226620816-96b4-602e608d87aae-gzip%22	https://codervent.com/fobia/demo/ltr/pages-to-do.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-to-do.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:00	47632/47632	---M-Z	200	added ('OK')	text/html	etag:%226620812-ba10-602e608ca2e81-gzip%22	https://codervent.com/fobia/demo/ltr/pages-faq.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-faq.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:00	53174/53174	---M-Z	200	added ('OK')	text/html	etag:%226620814-cfb6-602e608d1fa9c-gzip%22	https://codervent.com/fobia/demo/ltr/pages-pricing-tables.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-pricing-tables.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:01	37530/37530	---M-Z	200	added ('OK')	text/html	etag:%22662080f-929a-602e608bdb715-gzip%22	https://codervent.com/fobia/demo/ltr/pages-errors-404-error.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-errors-404-error.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:01	37438/37438	---M-Z	200	added ('OK')	text/html	etag:%226620810-923e-602e608c1ed36-gzip%22	https://codervent.com/fobia/demo/ltr/pages-errors-500-error.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-errors-500-error.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:02	37939/37939	---M-Z	200	added ('OK')	text/html	etag:%226620811-9433-602e608c3f4bf-gzip%22	https://codervent.com/fobia/demo/ltr/pages-errors-coming-soon.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-errors-coming-soon.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:02	40087/40087	---M-Z	200	added ('OK')	text/html	etag:%226620815-9c97-602e608d2297c-gzip%22	https://codervent.com/fobia/demo/ltr/pages-starter-page.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/pages-starter-page.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:02	40831/40831	---M-Z	200	added ('OK')	text/html	etag:%2266207df-9f7f-602e607eea31b-gzip%22	https://codervent.com/fobia/demo/ltr/charts-apex-chart.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/charts-apex-chart.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:03	39448/39448	---M-Z	200	added ('OK')	text/html	etag:%2266207e0-9a18-602e607eeca2b-gzip%22	https://codervent.com/fobia/demo/ltr/charts-chartjs.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/charts-chartjs.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:03	44715/44715	---M-Z	200	added ('OK')	text/html	etag:%2266207e2-aeab-602e607f7172e-gzip%22	https://codervent.com/fobia/demo/ltr/charts-peity.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/charts-peity.html	(from https://codervent.com/fobia/demo/ltr/index.html)
15:26:04	44589/44589	---M-Z	200	added ('OK')	text/html	etag:%2266207e1-ae2d-602e607f5e296-gzip%22	https://codervent.com/fobia/demo/ltr/charts-other.html	C:/Users/sfcexam/Desktop/adminpanel/adminpanel/codervent.com/fobia/demo/ltr/charts-other.html	(from https://codervent.com/fobia/demo/ltr/index.html)
